,loss,precision,recall,f1,val_loss,val_precision,val_recall,val_f1
0,0.2880052328109741,0.22660547494888306,0.20077815651893616,,0.5207314491271973,0.5559158325195312,0.4930647015571594,0.5089359879493713
1,0.20879384875297546,0.392131507396698,0.09687702357769012,,0.384991317987442,0.6485584378242493,0.42544224858283997,0.4869178831577301
2,0.1885974258184433,0.5780725479125977,0.16308929026126862,,0.3132895231246948,0.6791142225265503,0.4716528654098511,0.528307318687439
3,0.18397444486618042,0.4601038992404938,0.12862645089626312,,0.2813839316368103,0.6802347898483276,0.478188693523407,0.5324962735176086
4,0.17797932028770447,0.5406659245491028,0.23761138319969177,,0.261832058429718,0.7061428427696228,0.4259500205516815,
5,0.17611908912658691,0.5650044083595276,0.18065261840820312,,0.2484908401966095,0.7131465673446655,0.48199716210365295,0.5506607294082642
6,0.16957758367061615,0.552263617515564,0.22549159824848175,,0.23544184863567352,0.7487890124320984,0.4650484025478363,0.5529809594154358
7,0.16701501607894897,0.588633120059967,0.23525941371917725,,0.2307116985321045,0.7338038682937622,0.4690633714199066,
8,0.16811813414096832,0.584287703037262,0.2157488316297531,,0.22821643948554993,0.7723864912986755,0.4408891201019287,
9,0.16406472027301788,0.6464747190475464,0.2715734839439392,,0.22037361562252045,0.7525009512901306,0.4742920696735382,
10,0.15722119808197021,0.6183258295059204,0.2952238619327545,,0.21892239153385162,0.7488592267036438,0.4625275135040283,
11,0.16239915788173676,0.5993232727050781,0.24487408995628357,,0.2228357344865799,0.8078186511993408,0.43218016624450684,
12,0.15828481316566467,0.6284957528114319,0.23462969064712524,,0.21416440606117249,0.7166263461112976,0.5588563680648804,0.5992116332054138
13,0.15658773481845856,0.6594549417495728,0.30337047576904297,,0.20830976963043213,0.7729725241661072,0.5165812969207764,0.596005916595459
14,0.1579202264547348,0.6681815981864929,0.28650224208831787,,0.20759376883506775,0.8078207969665527,0.4748268127441406,
15,0.14833800494670868,0.6135210990905762,0.3088912069797516,,0.2035357505083084,0.8372296690940857,0.4660035967826843,
16,0.15165457129478455,0.6512875556945801,0.317126601934433,,0.19906756281852722,0.7591544389724731,0.5036532282829285,
17,0.15132392942905426,0.6597867012023926,0.36566171050071716,0.4464762210845947,0.19592788815498352,0.7955671548843384,0.49830570816993713,
18,0.1484927237033844,0.7298065423965454,0.31424087285995483,,0.19562269747257233,0.7972012162208557,0.5028305649757385,
19,0.14384880661964417,0.6478334069252014,0.35067179799079895,,0.1944965273141861,0.8489256501197815,0.5130112767219543,
20,0.14736469089984894,0.6790643334388733,0.30406564474105835,,0.19577138125896454,0.8070047497749329,0.5175361037254333,
21,0.1420649141073227,0.7251409888267517,0.3509633243083954,,0.19312691688537598,0.7513381838798523,0.530236542224884,
22,0.1389668732881546,0.6816824078559875,0.4207940697669983,0.493914395570755,0.19210185110569,0.8778433203697205,0.4667937755584717,
23,0.14027823507785797,0.7038541436195374,0.3679704964160919,,0.1882740557193756,0.8312783241271973,0.49830570816993713,
24,0.14159733057022095,0.7010538578033447,0.36325955390930176,,0.18701519072055817,0.8749036192893982,0.4836002290248871,
25,0.14295656979084015,0.6951243281364441,0.35081037878990173,,0.18228371441364288,0.8440930843353271,0.5028305649757385,
26,0.13838262856006622,0.7062838077545166,0.3815247714519501,0.4768001437187195,0.1837611347436905,0.7952423691749573,0.49547794461250305,
27,0.1408616155385971,0.6627523303031921,0.37892088294029236,,0.18584761023521423,0.8778442740440369,0.4751970171928406,
28,0.13626395165920258,0.7470354437828064,0.3533557951450348,0.4643246531486511,0.18341657519340515,0.8398478627204895,0.5101834535598755,
29,0.1297079175710678,0.7549068331718445,0.4499957263469696,0.5480039119720459,0.18100742995738983,0.813586950302124,0.5248889327049255,
30,0.1396261602640152,0.7142196893692017,0.3904232680797577,0.4818127453327179,0.18036678433418274,0.8382107019424438,0.4881250858306885,
31,0.1335560381412506,0.6881572604179382,0.42754217982292175,,0.18170222640037537,0.8866673111915588,0.4751970171928406,
32,0.13248208165168762,0.7433281540870667,0.422198086977005,0.5174520015716553,0.17786690592765808,0.8266139030456543,0.5160657167434692,
33,0.1329101026058197,0.7751190066337585,0.4254506826400757,0.5310956835746765,0.18114116787910461,0.822037398815155,0.5318218469619751,0.6243207454681396
34,0.13211145997047424,0.7313083410263062,0.41746729612350464,,0.17621998488903046,0.8339666128158569,0.5155310034751892,
35,0.12878075242042542,0.7657142877578735,0.45405903458595276,0.5523549914360046,0.17201018333435059,0.8119063973426819,0.516065776348114,
36,0.13055568933486938,0.6853487491607666,0.44808781147003174,0.5162881016731262,0.17287757992744446,0.83968186378479,0.49547791481018066,
37,0.1304166615009308,0.7670666575431824,0.42333656549453735,0.524117648601532,0.1761736273765564,0.8439517021179199,0.5702884793281555,0.6560651063919067
38,0.12941521406173706,0.7173498272895813,0.4256706237792969,0.5157736539840698,0.1725703775882721,0.8395698666572571,0.5573603510856628,
39,0.12758813798427582,0.7363040447235107,0.46473971009254456,0.5423119068145752,0.1699247807264328,0.8483448624610901,0.5138915181159973,
40,0.12799368798732758,0.7062621712684631,0.438510000705719,0.5227968692779541,0.172456294298172,0.8896791338920593,0.49361056089401245,
41,0.12612344324588776,0.7333142161369324,0.44844144582748413,0.5297294855117798,0.1694437563419342,0.8388677835464478,0.5063109397888184,
42,0.12551526725292206,0.6996336579322815,0.42615264654159546,,0.17365169525146484,0.8573276996612549,0.48707467317581177,
43,0.12433083355426788,0.7303964495658875,0.45030876994132996,0.5305138230323792,0.1710367649793625,0.8444218635559082,0.5433982014656067,0.6382687091827393
44,0.13143552839756012,0.7226018905639648,0.4493575394153595,,0.17131172120571136,0.8768644332885742,0.48254984617233276,
45,0.12244904786348343,0.7650133967399597,0.4632638692855835,0.5585263967514038,0.16703031957149506,0.8503052592277527,0.5161833763122559,
46,0.12477151304483414,0.6990745663642883,0.46372124552726746,,0.16927644610404968,0.8704244494438171,0.5632591247558594,0.6622350215911865
47,0.12513412535190582,0.7350428700447083,0.4344133138656616,0.5278928875923157,0.16726195812225342,0.8720386624336243,0.5723894834518433,0.6745295524597168
48,0.1222030445933342,0.6962512135505676,0.4796375334262848,0.5509987473487854,0.16984590888023376,0.8514466285705566,0.5147141218185425,
49,0.12050341069698334,0.7541833519935608,0.4665972888469696,0.557870626449585,0.17280250787734985,0.8553690910339355,0.5353019833564758,
50,0.1268247365951538,0.7001252174377441,0.4925515055656433,0.5475409626960754,0.17088870704174042,0.8401741981506348,0.5527549386024475,0.6468291282653809
51,0.12165535241365433,0.7254505753517151,0.4633782207965851,0.5392710566520691,0.16845862567424774,0.8730185627937317,0.5639862418174744,0.6689208149909973
52,0.120863176882267,0.7636849880218506,0.5048320889472961,0.583415150642395,0.16574859619140625,0.8671364784240723,0.5639862418174744,0.6659735441207886
53,0.11906256526708603,0.7397149205207825,0.5538198351860046,0.6177405714988708,0.16381627321243286,0.8690961003303528,0.5471796989440918,0.6519309878349304
54,0.11794781684875488,0.749467134475708,0.4651002585887909,0.5359591841697693,0.16343896090984344,0.845193088054657,0.6053707599639893,0.6912631988525391
55,0.1151377409696579,0.7300126552581787,0.5305522680282593,0.5988021492958069,0.16261954605579376,0.8752567768096924,0.5981557965278625,0.6968473196029663
56,0.12235410511493683,0.7378545999526978,0.5190877318382263,0.5885798931121826,0.16266189515590668,0.8340825438499451,0.6070746779441833,0.6879384517669678
57,0.11695214360952377,0.7494006156921387,0.5246725082397461,0.5880626440048218,0.16131693124771118,0.816600501537323,0.6144275069236755,0.6905216574668884
58,0.11923427879810333,0.7102023363113403,0.5055354833602905,0.5716480016708374,0.1633913666009903,0.8904994130134583,0.5775678157806396,0.6783048510551453
59,0.11999944597482681,0.7713622450828552,0.4671362042427063,0.5591563582420349,0.16340382397174835,0.8960570096969604,0.5739964842796326,0.6827347874641418
60,0.11538766324520111,0.7442188858985901,0.5069512128829956,0.588836669921875,0.16269762814044952,0.8641229271888733,0.6006067395210266,0.6941761374473572
61,0.11542996019124985,0.7517831921577454,0.5442761182785034,0.6127315163612366,0.16283608973026276,0.900959312915802,0.5769143104553223,0.6888514161109924
62,0.11666207760572433,0.7330842614173889,0.4788927435874939,,0.16154330968856812,0.858012318611145,0.5922735333442688,0.6906315684318542
63,0.1124974712729454,0.7619906663894653,0.5638737678527832,0.6254664659500122,0.1612042486667633,0.8580126166343689,0.6006767749786377,0.6968703866004944
64,0.11651911586523056,0.7657391428947449,0.5311301946640015,0.6064556241035461,0.15908955037593842,0.824770450592041,0.6229687333106995,0.6994240283966064
65,0.11475726217031479,0.7540011405944824,0.5855656266212463,0.6351034641265869,0.15949882566928864,0.8763060569763184,0.5889356732368469,0.6868974566459656
66,0.11009743064641953,0.8178462386131287,0.5317671298980713,0.6237986087799072,0.15722225606441498,0.8597345948219299,0.5981559157371521,0.6916065216064453
67,0.11543363332748413,0.7103509902954102,0.5298530459403992,,0.16169506311416626,0.8931134343147278,0.5693982243537903,0.677166223526001
68,0.10943939536809921,0.7665887475013733,0.5166947841644287,,0.1579734832048416,0.8027869462966919,0.6379064321517944,0.7014265060424805
69,0.11440785229206085,0.7774409651756287,0.5356996655464172,0.6065061092376709,0.16036000847816467,0.8081046342849731,0.6343362927436829,0.6987116932868958
70,0.11313550174236298,0.7417616248130798,0.5411009192466736,0.6108353734016418,0.15995526313781738,0.8595524430274963,0.5935575366020203,0.6920958757400513
71,0.1144912913441658,0.7410456538200378,0.5649348497390747,0.6262208819389343,0.15847040712833405,0.8536011576652527,0.6329615712165833,0.7160668969154358
72,0.1067877784371376,0.7826719880104065,0.5709697008132935,0.6441985964775085,0.15545512735843658,0.83865886926651,0.6605052351951599,0.725774884223938
73,0.11154436320066452,0.7822515368461609,0.5721113085746765,,0.1585206836462021,0.825681209564209,0.647132396697998,0.7152119278907776
74,0.11158741265535355,0.7397465705871582,0.556401252746582,0.6147630214691162,0.15666599571704865,0.8629133701324463,0.6040381789207458,0.695981502532959
75,0.10566821694374084,0.7897521257400513,0.5580258369445801,0.6316147446632385,0.1543707251548767,0.8096266984939575,0.6818211078643799,0.7264721989631653
76,0.11131707578897476,0.7247178554534912,0.6096646189689636,0.6341367363929749,0.15617477893829346,0.8619533181190491,0.632728099822998,0.7181857824325562
77,0.1060788631439209,0.7880101203918457,0.5764132738113403,0.6480008959770203,0.15657806396484375,0.8428863883018494,0.6296724081039429,0.7041305303573608
78,0.10527663677930832,0.7853965163230896,0.5834242701530457,0.6568444967269897,0.15599684417247772,0.8268046379089355,0.6243248581886292,0.6993095874786377
79,0.10711871832609177,0.7575297355651855,0.5924925804138184,0.6442748308181763,0.1572255939245224,0.8556318283081055,0.6425048112869263,0.7193179726600647
80,0.10858969390392303,0.7592999339103699,0.5895055532455444,0.6425913572311401,0.15734931826591492,0.8142011761665344,0.6521919965744019,0.7147696018218994
81,0.11008808016777039,0.7432409524917603,0.6067182421684265,0.6456636190414429,0.15645940601825714,0.8674858212471008,0.6411312818527222,0.7285720705986023
82,0.10899952799081802,0.7825475335121155,0.5834013819694519,0.6407338380813599,0.158416286110878,0.8195456266403198,0.6258850693702698,0.6991482973098755
83,0.10684926062822342,0.7767359614372253,0.590202808380127,0.6496443152427673,0.15304742753505707,0.801037073135376,0.690224289894104,0.7315397262573242
